reaction formula,dG0_prime,dGm_prime,deltaGpH72,mMdeltaGpH72
xu5p__L_c --> ru5p__L_c,-0.8117953862,-0.8117953862,0,0
h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,-22.9396539736,-22.9396539736,-9.8,-9.8
prpp_c + xan_c --> ppi_c + xmp_c,-22.4664484086,-22.4664484086,-3.2,-3.2
h2o_c + xtsn_c --> rib__D_c + xan_c,-2.2175086092,-19.3323461439,-1,-5.1
xyl__D_c <=> xylu__D_c,3.70670603692,3.70670603692,-0.8,-0.8
glc__D_c <=> fru_c,-0.0957605732362,-0.0957605732362,-0.8,-0.8
atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c,-24.1688927766,-24.1688927766,-4.1,-4.1
atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c,-22.4067251301,-22.4067251301,-4.1,-4.1
atp_c + h2o_c + xyl__D_p --> adp_c + h_c + pi_c + xyl__D_c,-27.1877516043,-44.3025891391,-6.6,-10.7
atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_p,-27.1877516043,-44.3025891391,-6.6,-3.7
atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c,-27.1877516043,-44.3025891391,-6.6,-17.6
