reaction formula,dG0_prime,dGm_prime,deltaGpH72,mMdeltaGpH72
h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,-21.7813445534,-21.7813445534,-9.8,-9.8
prpp_c + xan_c --> ppi_c + xmp_c,-21.9202117174,-21.9202117174,-3.2,-3.2
h2o_c + xtsn_c --> rib__D_c + xan_c,-2.17856564852,-19.2934031832,-1,-5.1
xyl__D_c <=> xylu__D_c,3.70780652999,3.70780652999,-0.8,-0.8
glc__D_c <=> fru_c,-0.0946344743164,-0.0946344743164,-0.8,-0.8
atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c,-23.2389454372,-23.2389454372,-4.1,-4.1
atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c,-21.4767777907,-21.4767777907,-4.1,-4.1
atp_c + h2o_c + xyl__D_p --> adp_c + h_c + pi_c + xyl__D_c,-26.3975151234,-43.5123526581,-6.6,-10.7
atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_p,-26.3975151234,-43.5123526581,-6.6,-3.7
atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c,-26.3975151234,-43.5123526581,-6.6,-17.6
